PictureId;Id;class;midx;midy;height;width;dist3d;mid_dist;mean_dist;med_dist;mid_hag;mean_hag;median_hag
11849;1077;SchoolBus;324.5990162035;258.574045139;43.68026620399999;50.00381582699998;38.220027097801804;194.0;195.1325581395349;194.0;2.3522032562304798;1.6601964510365579;1.6687506143877293
11850;1077;SchoolBus;324.5990162035;258.574074074;43.680251735999974;50.00381582699998;38.220027097801804;194.0;195.1325581395349;194.0;2.4059860683477385;1.715606142914434;1.7220901210535704
11851;1077;SchoolBus;324.5990162035;258.574074074;43.680251735999974;50.00381582699998;38.220027097801804;194.0;195.1325581395349;194.0;2.2940880419380534;1.593503719742535;1.6100013338170989
11852;1077;SchoolBus;324.5990162035;258.574045139;43.68026620399999;50.00381582699998;38.220027097801804;194.0;195.1325581395349;194.0;2.413315074607885;1.7175073577515445;1.7278924204404635
11853;1077;SchoolBus;324.5990162035;258.574074074;43.68026620399999;50.00381582699998;38.22002711072628;194.0;195.1325581395349;194.0;2.3418065887651522;1.6515629129934999;1.6592292374405133
11854;1077;SchoolBus;324.5990162035;258.57404513899996;43.680284287999996;50.00381582699998;38.22002707195287;194.0;195.1325581395349;194.0;2.2884006507312726;1.580890940944848;1.6038815271521365
11855;1077;SchoolBus;324.5990162035;258.57404513899996;43.680284287999996;50.00381582699998;38.22002708487734;194.0;195.1325581395349;194.0;2.2539095051092346;1.5476614569831768;1.5712295058249843
11856;1077;SchoolBus;324.5990162035;258.574074074;43.680251735999974;50.00381582699998;38.22002714949915;194.0;195.1325581395349;194.0;2.302153212133952;1.5952743585669804;1.6177041226603972
11857;1077;SchoolBus;324.5990162035;258.574074074;43.680251735999974;50.00381582699998;38.22002714949915;194.0;195.1325581395349;194.0;2.417020913547695;1.7297932860162537;1.7355416537932165
11858;1077;SchoolBus;324.5990162035;258.57404513899996;43.680284287999996;50.00381582699998;38.220027097801804;194.0;195.1325581395349;194.0;2.3425119821171965;1.6474596627444957;1.6585639905627296
11859;1077;SchoolBus;324.5990162035;258.57404513899996;43.680284287999996;50.00381582699998;38.220027097801804;194.0;195.1325581395349;194.0;2.315600488226048;1.623217721799518;1.633035192090908
11860;1077;SchoolBus;324.5990162035;258.57404513899996;43.680284287999996;50.00381582699998;38.220027097801804;194.0;195.1325581395349;194.0;2.4189969317402333;1.7358775612680437;1.7389039236738046
11861;1077;SchoolBus;324.5990162035;258.574074074;43.680251735999974;50.00381582699998;38.22002714949915;194.0;195.1325581395349;194.0;2.375049214698789;1.6770550918051097;1.691194096515435
11862;1077;SchoolBus;324.5990162035;258.574074074;43.680251735999974;50.00381582699998;38.22002713657522;194.0;195.1325581395349;194.0;2.3224563848492377;1.625655813725999;1.6385924325812322
11863;1077;SchoolBus;324.5990162035;258.574074074;43.680251735999974;50.00381582699998;38.220027123650745;194.0;195.1325581395349;194.0;2.282515592433729;1.5723310960063988;1.5990079881560035
11864;1077;SchoolBus;324.5990162035;258.574074074;43.680298755999985;50.00381582699998;38.22002707195287;194.0;195.1325581395349;194.0;2.3971920668022975;1.7053999890653373;1.7115893288033703
11865;1077;SchoolBus;324.5990162035;258.57404513899996;43.680284287999996;50.00381582699998;38.2200270073311;194.0;195.1325581395349;194.0;2.2828750377792666;1.5710135753692533;1.5977778577420345
11866;1077;SchoolBus;324.5990162035;258.574074074;43.680251735999974;50.00381582699998;38.22002707195287;194.0;195.1325581395349;194.0;2.38248111791696;1.6930756388763135;1.6999429512120905
11867;1077;SchoolBus;324.5990162035;258.574074074;43.680251735999974;50.00381582699998;38.2200270073311;194.0;195.1325581395349;194.0;2.329374616314361;1.6215430891368479;1.6442589208533978
11868;1077;SchoolBus;324.5990162035;258.574074074;43.680251735999974;50.00381582699998;38.220027123650745;194.0;195.1325581395349;194.0;2.396644951096633;1.713687601184944;1.7150662307178397
11869;1077;SchoolBus;324.5990162035;258.574045139;43.680298755999985;50.00381582699998;38.22002702025556;194.0;195.1325581395349;194.0;2.432977583933182;1.7556556711025901;1.7508688836021893
11870;1077;SchoolBus;324.5990162035;258.574074074;43.680251735999974;50.00381582699998;38.220027046104484;194.0;195.1325581395349;194.0;2.396689142628306;1.7099828031359445;1.7136381686638043
11871;1077;SchoolBus;324.5990162035;258.574045139;43.68026620399999;50.00381582699998;38.2200270073311;194.0;195.1325581395349;194.0;2.3760201829678156;1.6957318841091495;1.6922854392798108
11872;1077;SchoolBus;324.5990162035;258.574074074;43.680251735999974;50.00381582699998;38.220027046104484;194.0;195.1325581395349;194.0;2.345846908491236;1.6469807210252196;1.663094804225933
11873;1077;SchoolBus;324.5990162035;258.57404513899996;43.680284287999996;50.00381582699998;38.220026981482185;194.0;195.1325581395349;194.0;2.288525319422657;1.5846848953178228;1.6060627416097581
11874;1077;SchoolBus;324.5990162035;258.57404513899996;43.680284287999996;50.00381582699998;38.220027033180024;194.0;195.1325581395349;194.0;2.264631941793443;1.5588436553232474;1.5798903908218822
11875;1077;SchoolBus;324.5990162035;258.574074074;43.68026620399999;50.00381582699998;38.22002722704603;194.0;195.1325581395349;194.0;2.389010562987483;1.7034705165141368;1.7073556522524864
11876;1077;SchoolBus;324.5990162035;258.574074074;43.680251735999974;50.00381582699998;38.22002721412155;194.0;195.1325581395349;194.0;2.3109668945760102;1.6139026503948963;1.628323704079964
11877;1077;SchoolBus;324.5990162035;258.574074074;43.68026620399999;50.00381582699998;38.220027123650745;194.0;195.1325581395349;194.0;2.3458777940463182;1.6514784372758393;1.6621427653415033
11878;1077;SchoolBus;324.5990162035;258.574074074;43.68026620399999;50.00381582699998;38.22002721412155;194.0;195.1325581395349;194.0;2.28003286134836;1.578525565794756;1.5980254958572004
11879;1077;SchoolBus;324.5990162035;258.574074074;43.680298755999985;50.00381582699998;38.220027097801804;194.0;195.1325581395349;194.0;2.3000808376858384;1.6021724889033793;1.6180288728141008
11880;1077;SchoolBus;324.5990162035;258.574074074;43.680251735999974;50.00381582699998;38.22002714949915;194.0;195.1325581395349;194.0;2.3305316521888475;1.6369120554376406;1.6493910129952507
11881;1077;SchoolBus;324.5990162035;258.574074074;43.68026620399999;50.00381582699998;38.22002714949915;194.0;195.1325581395349;194.0;2.2809552878161803;1.574500379961031;1.5981605327237265
11882;1077;SchoolBus;324.5990162035;258.574074074;43.68026620399999;50.00381582699998;38.22002713657522;194.0;195.1325581395349;194.0;2.3373900174570803;1.646058261021748;1.652309546766622
